id_Articulo,id_Almacen,id_Entrada,id_Proveedor,id_Time,NumDeEntradas,CantidadArticulos
4584,7,493,92,20150520,0,50
4711,7,493,92,20150520,0,50
4524,7,494,88,20120725,1,15
3929,7,495,88,20100923,1,15
4137,7,495,88,20100923,1,6
4706,7,496,88,20181129,1,2
4500,7,496,88,20181129,1,2
4553,7,498,109,20150311,1,3
4553,7,500,109,20160505,1,5
4709,7,501,109,20190329,1,1
4505,7,502,88,20140121,0,6
4310,7,502,88,20140121,0,10
4513,7,502,88,20140121,0,2
4533,7,502,88,20140121,0,16
4671,7,503,95,20180717,1,6
4645,7,505,109,20170327,1,1
4505,7,506,88,20150428,0,2
4530,7,506,88,20150428,0,3
4524,7,506,88,20150428,0,5
4361,7,506,88,20150428,0,10
4506,7,506,88,20150428,0,4
4424,7,506,88,20150428,0,2
4648,7,506,88,20150428,0,4
4649,7,506,88,20150428,0,4
4236,7,507,88,20120213,1,6
4576,7,515,91,20160508,0,27
4553,7,515,91,20160508,0,30
4552,7,515,91,20160508,0,30
4551,7,515,91,20160508,0,36
4548,7,515,91,20160508,0,12
4546,7,515,91,20160508,0,24
4194,7,518,88,20170226,1,10
4237,7,518,88,20170226,1,6
3925,7,519,88,20151202,1,4
4524,7,522,88,20161025,0,6
4528,7,522,88,20161025,0,10
4529,7,522,88,20161025,0,6
3930,7,522,88,20161025,0,2
4668,7,522,88,20161025,0,2
4533,7,522,88,20161025,0,10
4525,7,522,88,20161025,0,2
4362,7,522,88,20161025,0,6
4383,7,522,88,20161025,0,4
3906,7,522,88,20161025,0,10
4060,7,522,88,20161025,0,10
4667,7,522,88,20161025,0,12
4534,7,522,88,20161025,0,10
3982,7,522,88,20161025,0,10
3931,7,522,88,20161025,0,2
4712,7,523,101,20150619,1,48
4412,7,525,109,20150922,1,10
4118,7,525,109,20150922,1,2
4310,7,526,88,20190516,0,6
4364,7,526,88,20190516,0,3
4509,7,526,88,20190516,0,2
4668,7,526,88,20190516,0,2
4262,7,526,88,20190516,0,2
4424,7,526,88,20190516,0,2
4521,7,526,88,20190516,0,2
4183,7,526,88,20190516,0,4
4425,7,526,88,20190516,0,10
4651,7,526,88,20190516,0,4
4667,7,526,88,20190516,0,2
4645,7,527,98,20141016,1,40
4644,7,528,98,20110921,1,25
4710,7,529,88,20191016,1,4
4423,7,530,88,20160129,0,2
4530,7,530,88,20160129,0,3
4524,7,530,88,20160129,0,20
4526,7,530,88,20160129,0,6
4529,7,530,88,20160129,0,3
4412,7,530,88,20160129,0,2
4710,7,532,109,20100715,1,2
4560,7,533,91,20180204,1,15
4549,7,533,91,20180204,1,24
3929,7,534,88,20161111,1,15
4505,7,535,88,20120418,0,3
4313,7,535,88,20120418,0,1
4506,7,535,88,20120418,0,4
4383,7,535,88,20120418,0,4
4654,7,535,88,20120418,0,4
4236,7,536,88,20150210,1,6
4196,7,537,88,20120508,1,10
4310,7,538,88,20190819,0,10
4533,7,538,88,20190819,0,6
4368,7,538,88,20190819,0,4
4640,7,539,91,20150308,0,2
4558,7,539,91,20150308,0,23
4569,7,539,91,20150308,0,5
4310,7,540,88,20190611,0,10
4513,7,540,88,20190611,0,2
4361,7,540,88,20190611,0,6
4667,7,540,88,20190611,0,2
4524,7,541,88,20091112,1,2
4531,7,541,88,20091112,1,2
4563,7,542,109,20090914,1,15
4689,7,543,88,20120222,1,1
3915,7,544,109,20121018,1,1
4713,7,545,101,20090118,1,72
4714,7,545,101,20090118,1,36
4524,7,546,88,20101117,0,3
4361,7,546,88,20101117,0,6
3871,7,546,88,20101117,0,2
3915,7,546,88,20101117,0,2
4506,7,546,88,20101117,0,4
4512,7,546,88,20101117,0,6
4521,7,546,88,20101117,0,2
4362,7,546,88,20101117,0,4
4147,7,546,88,20101117,0,10
4183,7,546,88,20101117,0,4
4363,7,546,88,20101117,0,10
4236,7,547,88,20140601,1,6
4237,7,547,88,20140601,1,6
4494,7,548,88,20181210,1,3
4505,7,549,88,20150702,0,5
4516,7,549,88,20150702,0,2
4513,7,549,88,20150702,0,1
4359,7,549,88,20150702,0,2
4534,7,549,88,20150702,0,10
4194,7,550,88,20160718,1,6
4564,7,551,95,20111106,1,50
3929,7,552,88,20180804,0,5
4367,7,552,88,20180804,0,1
4111,7,552,88,20180804,0,2
4182,7,552,88,20180804,0,6
4158,7,552,88,20180804,0,4
4479,7,552,88,20180804,0,2
4533,7,552,88,20180804,0,10
4159,7,552,88,20180804,0,10
4693,7,554,109,20111207,1,1
4577,7,556,109,20160707,1,44
4505,7,557,88,20170423,0,6
4513,7,557,88,20170423,0,2
4367,7,557,88,20170423,0,2
4262,7,557,88,20170423,0,2
4359,7,557,88,20170423,0,2
4479,7,557,88,20170423,0,2
3911,7,557,88,20170423,0,10
4649,7,557,88,20170423,0,4
4363,7,557,88,20170423,0,10
4384,7,557,88,20170423,0,10
4236,7,558,88,20190616,1,3
3990,7,559,88,20140925,1,10
4261,7,629,88,20130906,0,1
4364,7,629,88,20130906,0,2
4262,7,629,88,20130906,0,2
4359,7,629,88,20130906,0,2
4274,7,629,88,20130906,0,4
4527,7,629,88,20130906,0,2
4363,7,629,88,20130906,0,10
4637,7,629,88,20130906,0,3
4237,7,630,88,20120104,1,4
4146,7,631,109,20090511,1,1
4194,7,632,109,20140509,1,10
4423,7,633,109,20130306,1,2
4423,7,634,88,20160401,0,4
3935,7,634,88,20160401,0,2
4146,7,634,88,20160401,0,2
4147,7,634,88,20160401,0,10
4648,7,634,88,20160401,0,4
4654,7,634,88,20160401,0,4
4637,7,634,88,20160401,0,4
4714,7,635,101,20170809,1,72
4132,7,636,88,20171126,1,1
3934,7,637,88,20121210,1,1
4506,7,638,88,20180609,0,4
4182,7,638,88,20180609,0,2
4383,7,638,88,20180609,0,6
4368,7,638,88,20180609,0,6
3926,7,638,88,20180609,0,4
3951,7,638,88,20180609,0,10
4194,7,639,88,20100204,1,6
4505,7,640,88,20181106,0,3
4310,7,640,88,20181106,0,10
4524,7,640,88,20181106,0,3
4311,7,640,88,20181106,0,4
4362,7,640,88,20181106,0,4
4365,7,640,88,20181106,0,4
4368,7,640,88,20181106,0,2
4369,7,640,88,20181106,0,10
4236,7,641,88,20160804,0,6
4194,7,641,88,20160804,0,6
4245,7,641,88,20160804,0,3
4237,7,641,88,20160804,0,4
3929,7,642,88,20091130,1,3
3935,7,642,88,20091130,1,2
4245,7,643,88,20141225,1,8
3929,7,644,88,20120722,1,15
4137,7,644,88,20120722,1,3
4609,7,645,109,20170406,1,5
4528,7,647,109,20110416,1,6
4710,7,648,109,20160624,1,3
4719,7,648,109,20160624,1,3
4411,7,649,109,20180429,0,1
4420,7,649,109,20180429,0,1
4534,7,649,109,20180429,0,1
4522,7,649,109,20180429,0,1
3881,7,649,109,20180429,0,1
3906,7,649,109,20180429,0,1
3932,7,649,109,20180429,0,2
4506,7,649,109,20180429,0,1
4236,7,649,109,20180429,0,1
4238,7,649,109,20180429,0,3
4241,7,649,109,20180429,0,1
4361,7,649,109,20180429,0,2
4668,7,649,109,20180429,0,2
4714,7,650,101,20121110,1,72
4565,7,651,95,20140608,1,72
4524,7,652,88,20171213,0,10
3930,7,652,88,20171213,0,2
3981,7,652,88,20171213,0,4
3932,7,652,88,20171213,0,10
4717,7,653,88,20160721,1,10
3934,7,654,88,20190420,1,2
4282,7,654,88,20190420,1,1
3983,7,655,88,20090601,0,1
4082,7,655,88,20090601,0,1
4516,7,655,88,20090601,0,4
3924,7,656,88,20181120,1,1
4135,7,656,88,20181120,1,1
3914,7,657,88,20091019,1,1
4194,7,658,88,20170727,1,5
4567,7,659,91,20191225,0,27
4696,7,659,91,20191225,0,20
4561,7,659,91,20191225,0,20
4569,7,659,91,20191225,0,5
4609,7,660,109,20181220,1,5
4513,7,661,88,20140614,0,1
3980,7,661,88,20140614,0,2
4382,7,661,88,20140614,0,1
3935,7,661,88,20140614,0,4
4262,7,661,88,20140614,0,2
4154,7,661,88,20140614,0,2
4368,7,661,88,20140614,0,4
4534,7,661,88,20140614,0,10
4194,7,662,88,20130214,1,10
3929,7,663,88,20100216,0,2
4423,7,663,88,20100216,0,3
4089,7,663,88,20100216,0,2
4506,7,663,88,20100216,0,2
4133,7,663,88,20100216,0,2
3931,7,663,88,20100216,0,10
4079,7,663,88,20100216,0,10
